long-term potentiation,persistent increase in synaptic strength between two neurons that occurs following brief periods of their stimulation. Leads to increase sensitivity of neurons recently stimulated. Believed to play a role in learning and the consolidation of memory from short-term memory to long-term memory,Psychology,Learning
method of loci,"memory device that involves imagining moving through a familiar place, such as your home, and in each place, leaving a visual representation or a topic to be remembered",Psychology,Learning
misinformation effect,"tendency to misremember an event, particularly when misleading information is presented between the event and the mental encoding of the event",Psychology,Learning
mnemonic,any memory technique used to promote the retention and retrieval of information,Psychology,Learning
mood-dependent memory,"when learning occurs during a particular emotional state, it is most easily recalled when one is again in that emotional state",Psychology,Learning
negative punishment,removal of a positive or rewarding stimulus following a behavior. Tends to increase the frequency of that behavior,Psychology,Learning
negative reinforcement,removal of a negative or aversive stimulus following a behavior and tends to increase the frequency of that behavior,Psychology,Learning
nonassociative learning,learning that occurs in the absence of associating specific stimuli or events. Two types are habituation and sensitization,Psychology,Learning
norms,visible and invisible rules of social conduct within a society. Norms help define what types of behaviors are acceptable and in accordance with a society's values and beliefs. Formal norms are generally written down; laws are examples of formal norms. Informal norms are generally understood but are less precise and often carry no specific punishments,Psychology,Learning
"observational learning (vicarious, social learning)","type of learning that occurs when a person watches another person's behavior and its consequences, thereby learning rules, strategies, and expected outcomes in different situations",Psychology,Learning
operant conditioning,"instrumental conditioning - a form of associative learning based on consequences, in which rewards increase the frequency of behaviors associated with them and punishments decrease their frequency",Psychology,Learning
priming,"effect of implicit memory whereby exposure to a given stimulus ""primes"" or prepares the brain to respond to a later stimulus",Psychology,Learning
principle of aggregation,"idea that an attitude affects a person's aggregate or average behavior, but cannot necessarily predict each isolated act",Psychology,Learning
prison study (Stanford prison study),"experiment conducted by Philip Zimbardo designed to elucidate the extreme effects of role-playing on human behavior. 24 male students were isolated and asked to play the roles of prisoners and guards; the participants adapted to their roles well beyond Zimbardo's expectations. The ""guards"" enforced extreme measures, including psychological torture, and many of the prisoners passively accepted psychological abuse and readily harassed other prisoners who attempted to prevent it",Psychology,Learning
proactive interference,type of memory interference that occurs when previously learned information interferes with the recall of information learned more recently,Psychology,Learning
punishment,"in operant conditioning, a consequence that decreases the likelihood that a preceding behavior will be repeated and types include positive and negative punishment",Psychology,Learning
recall,"retrieving information from memory and involves retrieval without any cues, whereas cued recall prompts retrieval with a cue",Psychology,Learning
reciprocal determination,"reciprocal interaction between a person's behaviors (conscious actions), personal factors (cognitions, motivations, personality), and environmental factors",Psychology,Learning
recognition,"retrieving information from memory with the use of cues, such as multiple-choice format",Psychology,Learning
reflex,automatic behaviors that occur without thinking,Psychology,Learning
rehearsal,technique of repeating verbal information in one's phonological loop to promote the encoding of sensory information into memory,Psychology,Learning
reinforcement,consequence that increases the likelihood that a preceding behavior will be repeated. Two types are positive and negative reinforcement,Psychology,Learning
reinforcement schedule,"frequency and regularity with which rewards are offered. Schedules can be based on a number of target behaviors (ratio) or on a time interval (interval). Types include fixed-ratio, variable-ratio, fixed-interval, and variable interval",Psychology,Learning
relearning,process of learning material that was originally learned,Psychology,Learning
retroactive interference,type of memory interference that occurs when newly learned information interferes with the recall of information learned previously,Psychology,Learning
sanctions,rewards and punishments for behaviors that are in accord with or against norms,Psychology,Learning
semantic memory,memory for factual information,Psychology,Learning
sensory memory,initial recording of sensory information in the memory system; sensory memory is a very brief snapshots that quickly decay,Psychology,Learning
shaping,"in operant conditioning, the process of reinforcing intermediate, proximal behaviors until a final, desired behavior is achieved",Psychology,Learning
short-term memory,memory that is limited in duration and in capacity,Psychology,Learning
social cognitive perspective,"personality is formed by a reciprocal interaction among behavioral, cognitive, and environmental factors",Psychology,Learning
sociobiology,"study of how biology and evolution have affected human social behavior. Primarily, it applies Darwin's principle of natural selection to social behavior, suggesting there is a biological basis for many behaviors",Psychology,Learning
source monitoring error,specific type of error of recollection where a memory is incorrectly attributed to the wrong source,Psychology,Learning
source traits,factors underlying human personality and behavior,Psychology,Learning
spontaneous recovery,"classical conditioning, a reoccurrence of a previously extinct conditioned response in the presence of a conditioned stimulus and often occurs after a period of time has passed since the initial extinction of the response",Psychology,Learning
state,"situational factors that can influence personality and behavior; states are unstable, temporary, and variable",Psychology,Learning
superego,"in Freud's psychoanalytic theory and it inhibits the id and influences the ego to follow moralistic behavior rather than realistic goals. Based on societal values as learned from one's parents, the superego makes judgments of right and wrong and strives for perfection. The superego seeks to gain psychological rewards such as feelings of pride and self-love, and to avoid psychological punishment such as feelings of guilty and inferiority",Psychology,Learning
unconditioned response,"response that automatically follows an unconditioned stimulus, without necessitating learning and conditoning to create the link",Psychology,Learning
unconditioned stimulus,"stimulus that elicits an unconditioned response automatically, without necessitating learning and conditioning to create the link",Psychology,Learning
variable-interval schedule,reinforcement schedule in which reward is offered after an unpredictable number of occurrences of a behavior,Psychology,Learning
variable-ratio schedule,reinforcement schedule in which reward is offered after an unpredictable time interval,Psychology,Learning
visuospatial sketchpad,Part of Alan Baddeley's model of working memory that allows for the repetition of visuospatial information (images) to aid with encoding it into memory,Psychology,Learning
working memory,"STM for information in immediate awareness. According to Alan Baddeley, working memory consists of four components: central executive, a phonological loop, a visuospatial sketchpad, and the episodic buffer",Psychology,Learning
acetylcholine (ACh),"the neurotransmitter used at the neuromuscular junction, throughout the PNS and by the preganglionic neurons of the SNS",Psychology,Neuroscience
acetylcholinesterase,the enzyme that breaks down ACh in the synaptic cleft,Psychology,Neuroscience
adrenal cortex,outer region of the adrenal gland. the adrenal cortex produces cortisol in response to long-term chronic stress and aldosterone in response to low blood pressure and blood osmolarity,Psychology,Neuroscience
adrenal medulla,"inner region of the adrenal gland, and part of the SNS and releases epinephrine and norepinephrine into the bloodstream when stimulated. Epi and norepi. prolong and enhance the effect of the sympathetic stimulation on the body",Psychology,Neuroscience
adrenocorticotropic hormone (ACTH),"a tropic hormone produced by the anterior pituitary gland that targets the adrenal cortex, stimulating it to release cortisol and aldosterone",Psychology,Neuroscience
alpha waves,"low amplitude, high frequency brain waves present in a relaxed state. alpha waves are the first indicator that a person is ready to drift off to sleep",Psychology,Neuroscience
amygdala,almond-shaped structure deep within the brain that orchestrates emotional experiences,Psychology,Neuroscience
anterior pituitary gland,"adenohypophysis and is made of glandular tissue and it makes and secretes six different hormones: FSH, LH, ACTH, TSH, prolactin, and growth hormone. it is controlled by releasing and inhibiting factors from the hypothalamus",Psychology,Neuroscience
aqueous humor,"thin, watery fluid found in the anterior segment of the eye (between lens and cornea). The aqueous humor is constantly produced and drained, and helps brings nutrients to the lens and cornea, as well as remove metabolic wastes",Psychology,Neuroscience
auditory cortex,area of the temporal lobe responsible for processing sound information,Psychology,Neuroscience
auditory tube,Eustachian tube that connects the middle ear cavity with the pharynx and it functions to equality middle ear pressure with atmospheric pressure so that pressure on both sides of the tympanic membrane is equal,Psychology,Neuroscience
autonomic ANS,division of the PNS that innervates and controls the visceral organs (everything but the skeletal muscles). It is also known as the involuntary nervous system and can be subdivided into sympathetic and parasympathetic branches,Psychology,Neuroscience
avoidance learning,process by which one learns to perform a behavior in order to ensure that a negative or aversive stimulus will not be present,Psychology,Neuroscience
axon,long projection off the cell body of a neuron down which an action potential can be propagated,Psychology,Neuroscience
Babinski reflex,"in response to the sole of the foot being stroked, a baby's big toe moves upward or toward the top surface of the foot and the other toes fan out",Psychology,Neuroscience
baroreceptor,"sensory receptor that responds to the changes in pressure, for example, there are baroreceptors on the carotid arteries and the aortic arch that monitor blood pressure",Psychology,Neuroscience
basal nuclei,known as basal ganglia and these structures in the brain help to smooth coordinated movements by inhibiting excess movement,Psychology,Neuroscience
basilar membrane,flexible membrane in the cochlea that supports the organ of Corti (structure that contains the hearing receptors). the fibers of the basilar membrane are short and stiff near the oval window and long and flexible near the apex of the cochlea. This difference in structure helps the basilar membrane to transduce pitch,Psychology,Neuroscience
biofeedback,"means of recording and feeding back information about subtle autonomic responses to an individual in an attempt to train the individual to control previously involuntary responses (for example, muscle tension, heart rate, respiratory rate)",Psychology,Neuroscience
bottom-up processing,type of sensory processing that begins with the sensory receptors and works up to the complex integration of information occurring in the brain; note that the brain in fact uses a combination of bottom-up processing and top-down processing,Psychology,Neuroscience
Broca's area,"region of the brain located in the left-hemisphere of the frontal lobe. Involved with speech production and damage to this part of the brain results in Broca's aphasia, where individuals know what they want to say but are unable to express it verbally",Psychology,Neuroscience
central nervous system,subdivision of the nervous system consisting of the brain and the spinal cord,Psychology,Neuroscience
cerebellum,region of the brain that coordinates and smoothes skeletal muscle activity,Psychology,Neuroscience
cerebral cortex,"thin (4 mm) layer of gray matter on the surface of the cerebral hemispheres. it is the conscious mind, and is functionally divided into four lobes: frontal, parietal, temporal, and occipital",Psychology,Neuroscience
cerebrospinal fluid (CSF),a clear fluid that circulates around and through the brain and spinal cord. CSF helps to physically support the brain and acts as a shock absorber. It also exchanges nutrients and wastes with the brain and spinal cord.,Psychology,Neuroscience
chemical synapse,"type of synapse at which a chemical (NT) is released from the axon of a neuron into the synaptic cleft, where it binds to receptors on the next structure (either another neuron or an organ)",Psychology,Neuroscience
chemoreceptor,"sensory receptor that responds to specific chemicals. Some examples are gustatory, olfactory, and central chemoreceptors which respond to changes in CSF pH",Psychology,Neuroscience
choroid,"darkly-pigmented middle layer of the eyeball, found between the sclera (outer layer) and the retina (inner layer)",Psychology,Neuroscience
ciliary muscle,muscle that helps focus light on the retina by controlling the curvature of the lens of the eye,Psychology,Neuroscience
classical conditioning,process in which two stimuli are paired in a way that changes a response to one of them,Psychology,Neuroscience
cochlea,curled structure in the inner ear that contains the membranes and hair cells used to transduce sounds waves into action potentials,Psychology,Neuroscience
conditioned response,a previously unconditioned response to an unconditioned stimulus that has become a learned response to a conditioned stimulus,Psychology,Neuroscience
conditioned stimulus,originally a neutral stimulus that is paired with an unconditioned stimulus until it can produce the conditioned response without the unconditioned stimulus being present,Psychology,Neuroscience
cones,photoreceptors in the retina of the eye that respond to bright light and provide color vision,Psychology,Neuroscience
confirmation bias,tendency to search only for information that confirms a preconceived conclusion,Psychology,Neuroscience
cornea,"clear portion of the tough outer layer of the eye-ball, found over the iris and the pupil",Psychology,Neuroscience
corpus callosum,largest bundle of white matter (axons) connecting the two cerebral hemispheres,Psychology,Neuroscience
cortisol,"steroid hormone is released during chronic stress; it shifts the body's use of fuel from glucose toward fats and proteins, thus ""sparing"" glucose for the brain's use. Prolonged release of cortisol is associated with suppressed immunity and increased susceptibility to illness",Psychology,Neuroscience
deindividuation,an explanation of people's startling and often uncharacteristic behavior when situations provide a high degree of arousal and a very low sense of responsibility,Psychology,Neuroscience
dendrite,projection off the cell body of a neuron that receives nerve impulses from a different neuron and sends the impulse to the cell body. Neurons can have one or several dendrites,Psychology,Neuroscience
diencephalon,portion of the forebrain that includes the thalamus and hypothalamus,Psychology,Neuroscience
dishabituation,restoration to full strength of a response to a stimulus that had previously become weakened through habituation,Psychology,Neuroscience
disorganized type SCZ,"characterized by psychosis in the form of flat or inappropriate affect, disorganized speech, and disorganized behavior",Psychology,Neuroscience
drive,"an urge originating from a physiological discomfort such as hunger, thirst, or sleepiness. Drives can be useful for alerting an organism that it is no longer in a state of homeostasis, an internal state of equilibrium",Psychology,Neuroscience
effector,organ that carries out the command sent along a particular motor neuron,Psychology,Neuroscience
efferent neurons,neuron that carries information (action potentials) away from the CNS; a motor neuron,Psychology,Neuroscience
electrical synapse,"type of synapse in which the cells are connected by gap junctions, allowing ions (and therefore the action potentials) to spread easily from cell to cell",Psychology,Neuroscience
Electroencephalogram (EEG),recording of electrical impulses in the brain,Psychology,Neuroscience
electromyogram (EMG),recording of skeletal muscle movements,Psychology,Neuroscience
electrooculogram (EOG),recording of eye movements,Psychology,Neuroscience
endocrine gland,ductless gland that secretes hormones into the blood,Psychology,Neuroscience
endocrine system,system of ductless glands that secrete chemical messengers (hormones) into the blood,Psychology,Neuroscience
epinephrine,hormone produced and secreted by the adrenal medulla that prolongs and increases the effects of the SNS,Psychology,Neuroscience
EPSP,"excitatory postsynaptic potential; a slight depolarization of a postsynaptic cell, bringing the membrane potential of a cell closer to the threshold for an action potential",Psychology,Neuroscience
executive functions,"higher order thinking processes that include planning, organizing, inhibition, and decision making",Psychology,Neuroscience
exocrine gland,"gland that secretes its products into a duct, which ultimately carries the product to the surface of the body or into a body cavity. An example of exocrine glands are sweat glands",Psychology,Neuroscience
ganglion,clump of gray matter (unmyelinated neuron cell bodies) found in the PNS,Psychology,Neuroscience
genotype,genetic makeup of an organism,Psychology,Neuroscience
gestalt psychology,"theory that the brain processes information in a holistic manner; specifically, for visual information, the brain tends to make assumptions in order to detect the whole, instead of serially processing all of the individual parts",Psychology,Neuroscience
glucagon,"peptide hormone produced and secreted by the alpha celsl of the pancreas. it primarily targets the liver, stimulating the breakdown of glycogen, thus increasing blood glucose levels",Psychology,Neuroscience
gonadotropins,anterior pituitary tropic hormones; follicle stimulating hormone (FSH) and leutenizing hormone (LH) stimulate the gonads (ovaries and testes) to produce gametes and to secrete sex steroids,Psychology,Neuroscience
gray matter,unmyelinated neuron cell bodies and short unmyelinated axons,Psychology,Neuroscience
gustatory receptors,chemoreceptors on the tongue that respond to chemicals in food,Psychology,Neuroscience
habituation,decrease in response to a stimulus after repeated presentations,Psychology,Neuroscience
hair cells,"sensory receptors found in the inner ear. cochlear hair cells respond to vibrations in the cochlea caused by sound waves, and vestibular hair cells respond to changes in position and acceleration (used for balance)",Psychology,Neuroscience
humanistic psychology,"perspective developed partially in response to Freud's psychoanalytic theory, which emphasizes an individual's inherent drive toward self-actualization. Carl Rogers is most associated with humanistic psychology",Psychology,Neuroscience
hypochondriasis,characterized by a preoccupation with a fear of having a serious illness,Psychology,Neuroscience
hypophysis,pituitary gland,Psychology,Neuroscience
hypothalamus,"brain structure located above the brain stem that is involved in many autonomic processes including body temperature, hunger, thirst, fatigue, and sleep. It is also involved in the physiological aspects of emotion, including sweating and increased heart rate",Psychology,Neuroscience
inclusive fitness,"theory that suggests that cooperation among organisms (including altruistic behaviors) promotes genetic success, meaning that even if not all of the organisms survive to reproduce, some of their genes will still be passed to the next generation",Psychology,Neuroscience
insight learning,sudden flash of inspiration that provides solution to a problem (AHA moment where previously learned ideas or behaviors are suddenly combined in unique ways),Psychology,Neuroscience
instinct,behaviors that are unlearned and present in fixed patterns throughout a species,Psychology,Neuroscience
intelligence,"ability to learn from experience, problem solve, and use knowledge to adapt to new situations",Psychology,Neuroscience
interneuron,"neuron found completely within the CNS. Interneurons typically connect sensory and motor neurons, especially in reflex arcs",Psychology,Neuroscience
IPSP,"inhibitory postsynaptic potential; a slight hyperpolarization of a postsynaptic cell, moving the membrane potential of that cell further from threshold",Psychology,Neuroscience
iris,"pigmented membrane found just in front of the lens of the eye. In the center of the iris is the pupil, a hole through which light enters the eyeball and the iris regulates the diameter of the pupil in response to the brightness of light",Psychology,Neuroscience
learned helplessness,"condition where one has learned to behave helplessly, failing to respond even though there are opportunities to avoid unpleasant circumstances or gain positive rewards",Psychology,Neuroscience
life expectancy,number of years that an individual at a given age can expect to live at present mortality rates,Psychology,Neuroscience
medulla oblongata,"portion of the hindbrain that controls respiratory rate and blood pressure, and specialized digestive and respiratory functions such as vomiting, sneezing, and coughing",Psychology,Neuroscience
melatonin,hormone produced by the pineal gland that affects sleep/wake cycles and seasonal functions,Psychology,Neuroscience
meninges,"protective connective tissue wrappings of the central nervous system (dura mater, arachnoid mater, and pia mater)",Psychology,Neuroscience
midbrain,portion of the brain responsible for visual and auditory startle reflexes,Psychology,Neuroscience
mirror neurons,neurons that fire when a particular behavior or emotion is observed in another. May be responsible for vicarious emotions and a foundation for empathy,Psychology,Neuroscience
multipolar neuron,neuron with a single axon and multiple dendrites; the most common type of neuron is the nervous system,Psychology,Neuroscience
myelin,insulating layer of membranes wrapped around the axons of almost all neurons in the body. Myelin is essentially the plasma membranes of specialized cells. In the PNS they are Schwann cells and in the CNS they are oligodendrocytes,Psychology,Neuroscience
neutral stimulus,stimulus that doesn't elicit any intrinsic response in the absence of outside interference,Psychology,Neuroscience
neural plasticity,"process that refers to the malleability of the brain's pathways and synapses based on behavior, the environment, and neural processes",Psychology,Neuroscience
neuron,basic functional and structural unit of the nervous system. Neuron is highly specialized cell designed to transmit action potentials,Psychology,Neuroscience
neurotransmitter,"chemical released by the axon of a neuron in response to an action potential that binds to receptors on the postsynaptic cell and causes that cell to either depolarize slightly (EPSP) or hyperpolarize slightly (IPSP). Examples are ACth, norepinephrine, GABA, dopamine, and others.",Psychology,Neuroscience
nocireceptors,pain receptors that are found everywhere in the body except the brain,Psychology,Neuroscience
nodes of Ranvier,"gaps in the myelin sheath of the axons of peripheral neurons. Action potentials can ""jump"" from node to node, thus increasing the speed the conduction (saltatory conduction).",Psychology,Neuroscience
norepinephrine (NE),neurotransmitter used by the sympathetic division of the autonomic nervous system at the post-ganglionic (organ-level) synapse,Psychology,Neuroscience
nucleus accumbens,"structure located in the brainstem and part of the dopaminergic reward pathway. Releases dopamine in response to many drugs, contributing to addictive behavior",Psychology,Neuroscience
olfactory receptors,chemoreceptors in the upper nasal cavity that respond to odor chemicals,Psychology,Neuroscience
optic disk,"blind spot of the eye, this is where the axons of the ganglion cells exit the retina to form the optic nerve. There are no photoreceptors in the optic disk",Psychology,Neuroscience
optic nerve,nerve extending from the back of the eyeball to the brain that carries visual information and is made up of axons of the ganglion cells of the retina,Psychology,Neuroscience
organ of Corti,"structure in the Cochlea of the inner ear made up of the basilar membrane, the auditory hair cells, and the tectorial membrane. The organ of Corti is the site where auditory sensation is detected and transduced to action potentials",Psychology,Neuroscience
ossicles,"three small bones found in the middle ear (malleus, incus, stapes) that help to amplify the sound vibration from sound waves. The malleus is attached to the tympanic membrane and the stapes is attached to the oval window of the cochlea",Psychology,Neuroscience
outer ear,portion of the ear consisting of the pinna and the external auditory canal. The outer ear is separated from the middle ear by the tympanic membrane (the ear drum),Psychology,Neuroscience
oval window,membrane that separates the middle ear from the inner ear,Psychology,Neuroscience
palmar grasp reflex,"in response to stroking a baby's palm, the baby's hand will grasp and the reflex lasts a few months",Psychology,Neuroscience
posterior pituitary gland,"neurohypophysis, made of nervous tissue (neurons) and stores and secretes two hormones made by the hypothalamus: oxytocin and ADH. The posterior pituitary is controlled by action potentials from the hypothalamus",Psychology,Neuroscience
postganglionic neuron,"autonomic division of the PNS, a neuron that has its cells body located in an autonomic ganglion (where a preganglionic neuron synapses with it), and whose axon synapses with the target organ",Psychology,Neuroscience
prefrontal cortex,"aneterior part of the frontal lobes of the brain involved in complex behaviors such as planning, sequencing, social responses, and decision making. Directs behavioral aspects of emotion including approach and avoidance behaviors. Damage to this area may lead to inappropriate social behavior, impulsivity, and trouble with initiation",Psychology,Neuroscience
preganglionic neuron,"autonomic division of the PNS, and the neuron has its cell body located in the CNS, and whose axon extends into the PNS to synapse with a second neuron at an autonomic ganglion (second neuron's axon synapses with the target organ)",Psychology,Neuroscience
progesterone,steroid hormone produced by the corpus luteum in the ovary during the second half of the menstrual cycle. Progesterone maintains and enhances the uterine lining for the possible implantation of a fertilized ovum. It is the primary hormone secreted during pregnancy,Psychology,Neuroscience
prolactin,"hormone secreted by the anterior pituitary that targets the mammary glands, stimulating them to produce milk",Psychology,Neuroscience
proprioceptor,"receptor that responds to changes in the body position, such as stretch on a tendon, or contraction of a muscle. The receptors allow us to be consciously aware of the position of our body parts",Psychology,Neuroscience
pupil,hole in the center of the iris of the that allows light to enter the eyeball. The diameter of the pupil is controlled by the iris in response to the brightness of the eye,Psychology,Neuroscience
rapid-eye movement (REM),bursts of quick eye movements present in the last stage of sleep,Psychology,Neuroscience
rational - legal authority,form of leadership that is organized around rational legal rules,Psychology,Neuroscience
reflex arc,"relatively direct connection between a sensory neuron and a motor neuron that allows an extremely rapid response to a stimulus, often without conscious brain involvement",Psychology,Neuroscience
retention interval,amount of time elapsed since information was learned and when it must be recalled,Psychology,Neuroscience
reticular formation,Reticular Activating System and structures in the brainstem that are important for alterness and arousal (as in wakefulness),Psychology,Neuroscience
retina,"innermost layer of the eyeball and is made up of photoreceptors, bipolar cells, and a layer of ganglion cells",Psychology,Neuroscience
rods,photoreceptors of the retina of the eye that respond to dim light and provide us with black and white vision,Psychology,Neuroscience
rooting reflex,"in response to touching or stroking one of a baby's cheeks, the baby will turn its head in the direction of the stroke and open its mouth to ""root"" for a nipple",Psychology,Neuroscience
saltatory conduction,rapid form of action potential conduction along the axod of a neuron in which the action potential appears to jump from node of Ranvier to node of Ranvier,Psychology,Neuroscience
Schwann cell,one of the two peripheral nervous system supporting (glial) cells. Schwann cells form the myelin sheath on axons of peripheral neurons,Psychology,Neuroscience
sclera,white portion of the tough outer layer of the eyeball,Psychology,Neuroscience
secondary reinforcers,"conditioned reinforcers that are learned through their direct or indirect relationship with primary reinforcers. For example, money is a secondary reinforcer; it is not innately rewarding but we have learned that it can provide access to primary reinforcers",Psychology,Neuroscience
semicircular canals,three loop-like structures in the inner ear that contain sensory receptors to monitor balance,Psychology,Neuroscience
sensitization,an increase in the strength of a response with repeated presentations of a stimulus,Psychology,Neuroscience
social cognition,ability of brain to store and process information regarding social perception,Psychology,Neuroscience
spatial summation,integration by a postsynaptic neuron of inputs (EPSPs and IPSPs) from multiple sources,Psychology,Neuroscience
stereotype threat,refers to a self-fulfilling fear that one will be evaluated based on a negative stereotype,Psychology,Neuroscience
steroid hormone,"hormone derived from cholesterol. Steroids are generally hydrophobic and can easily cross the plasma membrane of cells, thus receptors for steroids are found intracellularly. Once the steroid binds to the receptor, the receptor-steroid complex acts to regulate transcription in the nucleus",Psychology,Neuroscience
sucking reflex,"in response to anything touching the roof of the baby's mouth, it will begin to suck",Psychology,Neuroscience
summation,"integration of input (EPSPs and IPSPs) from many presynaptic neurons by a single postsynaptic neuron, either temporally or spatially. Summation of input can either stimulate the postsynaptic neuron and possibly lead to an action potential, or it can inhibit the neuron, reducing the likelihood of an action potential",Psychology,Neuroscience
SNS,"subdivision of the ANS directing what is known as flight or fight response to prepare the body for action. It increases heart rate, blood pressure, and blood sugar levels and directs the adrenal glands to release stress hormones",Psychology,Neuroscience
synapse,"neuron-to-neuron, neuron-to-organ, or muscle-to-muscle cell junction",Psychology,Neuroscience
synaptic cleft,microscopic space between the axon of one neuron and the cell body or dendrites of a second neuron or between the axon of a neuron and an organ,Psychology,Neuroscience
temporal summation,summation by a postsynaptic cell of input (EPSPs or IPSPs) from a single source over time,Psychology,Neuroscience
thalamus,central structure of the diencephalon of the brain. thalamus acts as a relay station and major integrating area for sensory impulses,Psychology,Neuroscience
thermoreceptor,receptor that responds to changes in temperature,Psychology,Neuroscience
tonic neck reflex,"in response to its head being turned to one side, a baby will stretch out its arm on the same side and the opposite arm bends up at the elbow and this reflex lasts about six to seven months",Psychology,Neuroscience
top-down processing,type of info processing that occurs when the brain applies experience and expectations to interpret sensory information; note that the brain in fact uses a combination of bottom-up processing and top-down processing,Psychology,Neuroscience
tropic hormone,hormone that controls the release of another hormone,Psychology,Neuroscience
tympanic membrane,membrane that separates the outer ear from the middle ear and the tympanic membrane is also known as the eardrum,Psychology,Neuroscience
universal emotions,"six major emotions that appear to be universal across cultures: happiness, sadness, surprise, fear, disgust, and anger",Psychology,Neuroscience
vagus nerves,cranial nerve pair X. Vagus nerves are very large mixed nerves (they carry both sensory input and motor output) that innervate virtually every visceral organ. They are especially important in transmitting PS input to the heart and the digestive smooth muscle,Psychology,Neuroscience
visual cortex,area of the occipital lobe responsible for processing visual information,Psychology,Neuroscience
walking/stepping reflex,"In response to the soles of a baby's feet touching a flat surface, they will attempt to ""walk"" by placing one foot in front of the other. This reflex disappears around 6 weeks and reappears around 8-12 months when a baby learns to walk",Psychology,Neuroscience
Wernicke's area,"area of the brain, located in the posterior section of the temporal lobe in the language dominant hemisphere of the brain (left for most people), that is involved with the comprehension of speech and written language. Individuals with damage to this area are unable to understand language and produce nonsensical sounds with the same rhythm and syntax as speech",Psychology,Neuroscience
white matter,myelinated axons,Psychology,Neuroscience
affirmative action,policies that take factors like race and sex into consideration to benefit underrepresented groups in admissions or job hiring decisions; these policies have been used to benefit those believed to be current or past victims of discrimination,Sociology,Social Behavior
aggression,"behavior that is forceful, hostile, or attacking. in sociology, aggression is considered something that is intended to cause harm or promote social dominance within a group",Sociology,Social Behavior
back stage,"dramaturgical approach where we can let down our guard and be ourselves, as opposed to front stage where we are playing a role for others",Sociology,Social Behavior
front stage,"in the dramaturgical perspective, this is where we play a role and use impression management to craft the way we come across to other people",Sociology,Social Behavior
groupthink,"phenomenon where, within a group, the desire for harmony or conformity results in an easy consensus, even if the final decision is not the best one",Sociology,Social Behavior
hypnotism,"structured social interaction in which an individual is instructed to focus attention a particular way, relax, and let go (more susceptible to accepting suggestions)",Sociology,Social Behavior
institutional discrimination,"refers to unjust and discriminatory practices employed by large organizations that have been codified into operations procedures, processes, or institutional objectives",Sociology,Social Behavior
prejudice,"thoughts, attitudes, and feelings someone holds about a group that are not based on actual experience; a prejudgment or biased thinking about a group and its members",Sociology,Social Behavior
residential segregation,"separation of groups into different neighborhoods; separation most often occurs due to racial difference, ethnic differences, and/or socieconomic. Residential segregation is not based on laws, but rather enduring social patterns, which are attributed to suburbanization, discrimination, and personal preferences",Sociology,Social Behavior
scapegoat,"people or group who are unfairly blamed for something, or at whom displaced aggression is directed",Sociology,Social Behavior
self-concept (self-identity),"broadly defined as the sum of an individuals' knowledge and understanding of his-or her-self including physical, psychological, and social attributes, which can be influenced by the individual's attitudes, habits, beliefs, and ideas",Sociology,Social Behavior
social constructionsim,sociological theory that argues that people actively shape their reality through social interactions; it is therefore something that is constructed and not inherent. Social constructionism looks to uncover the ways in which individuals and groups participate in the construction of their perceived social reality,Sociology,Social Behavior
social cues,verbal or nonverbal hints that guide social interactions,Sociology,Social Behavior
socialization,"process through which people learn to be proficient in members of society; a lifelong process where people learn the attitudes, values, and beliefs that are reinforced by a particular culture",Sociology,Social Behavior
stereotypes,"oversimplified ideas about groups of people, based on characteristics (race, gender, sexual orientation, religion, disability). Stereotypes can be positive or negative",Sociology,Social Behavior
stigma,extreme disapproval of a person or a group based on the person or groups actual or perceived deviance from society,Sociology,Social Behavior
absolute poverty,"inability to meet a bare minimum of basic necessities, including clean drinking water, food, safe housing, and reliable access to healthcare",Sociology,Social Structure
achieved status,statuses that are considered to be due largely to an individual's efforts,Sociology,Social Structure
amalgamation,occurs when majority and minority groups combine to form a new group,Sociology,Social Structure
ascribed status,statuses that are assigned to a person by society regardless of the person's own efforts,Sociology,Social Structure
assimilation,"process in which an individual forsakes aspects of his or her own cultural tradition to adopt those of a different culture. Generally, this individual is a member of a minority group who is attempting to conform to the culture of the dominant group",Sociology,Social Structure
beliefs,convictions or principles that people within a culture hold,Sociology,Social Structure
capitalism,an economic system in which resources and production are mainly privately owned and goods/services are produced for profit,Sociology,Social Structure
caste system,closed social stratification where people can do nothing to change the category that they are born into,Sociology,Social Structure
category,people who share similar characteristics but are not otherwise tied together as a group,Sociology,Social Structure
church,"in sociology, a type of religious organization that is well-integrated into society and attempts to find an all-encompassing worldview for followers",Sociology,Social Structure
class system,"social stratification where people are grouped together by similar wealth, income, education, and the like, but the classes are open, meaning that people can strive to reach a higher class or fall into a lower one",Sociology,Social Structure
coercive organizations,organization in which members do not have a choice in joining,Sociology,Social Structure
crude birth rate,annual number of live births per thousand people in a population,Sociology,Social Structure
cult (new religious movement),religious organization that is far outside society's norms and often involves a very different lifestyle,Sociology,Social Structure
culture,"shared way of life, including beliefs and practices that a group shares",Sociology,Social Structure
cultural capital,non-financial social assets that promote social mobility,Sociology,Social Structure
cultural relativism,judging another culture based on its own cultural standards,Sociology,Social Structure
cultural universals,"patterns or traits that are common to all people; cultural universals tend to pertain to basic human survival and needs, such as securing food and shelter, and also pertain to events that every human experiences, including birth, death and illness",Sociology,Social Structure
